creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,predicted_churn,decision,churn
547,Florida,Female,31,9,0.0,2,0,0,99294.22,0.9128848011755236,high_risk,yes
678,Hawaii,Female,22,4,174852.89,1,1,1,28149.06,0.9732416726875076,high_risk,yes
501,Florida,Male,43,6,104533.24,1,0,0,81123.59,0.2364480261653186,low_risk,no
614,California,Female,43,6,0.0,2,1,1,109041.53,0.8635354494368868,high_risk,yes
553,Hawaii,Male,42,1,0.0,2,0,0,23822.04,0.8453453283970801,high_risk,yes
755,California,Male,36,8,0.0,2,1,0,176809.87,0.9106965451321372,high_risk,yes
768,California,Male,30,6,0.0,2,1,1,199454.37,0.9356795419817152,high_risk,yes
506,Hawaii,Male,36,5,0.0,2,1,0,164253.35,0.9208433405089608,high_risk,yes
593,New York,Female,32,9,134096.53,2,1,0,53931.05,0.0823128871824607,low_risk,no
740,Massachusetts,Female,56,4,99097.33,1,1,1,85016.64,0.025980201816787,low_risk,no
816,Texas,Female,40,9,109003.26,1,1,1,79580.56,0.9890216336202606,high_risk,yes
584,Hawaii,Female,66,5,0.0,1,1,0,49553.38,0.203238832732245,low_risk,no
791,California,Female,33,3,0.0,1,1,1,144413.92,0.1647001148186014,low_risk,no
634,New York,Female,56,3,116251.24,1,0,1,42429.88,0.1149007673202973,low_risk,no
543,Texas,Male,41,6,143350.41,1,1,1,192070.16,0.2080903407401277,low_risk,no
698,New York,Female,51,2,111018.98,1,1,0,86410.28,0.7926761940755791,high_risk,yes
593,California,Male,32,6,99162.29,1,1,0,128384.11,0.7936438956360514,high_risk,yes
664,New York,Female,36,2,127160.78,2,1,0,78140.75,0.7643751123499242,high_risk,yes
585,Florida,Male,36,10,0.0,2,1,1,180318.6,0.8469203985486067,high_risk,yes
589,Hawaii,Male,38,2,0.0,1,1,0,79915.28,0.789976566085033,high_risk,yes
587,Florida,Male,51,3,83739.32,1,0,1,148798.45,0.9580408804184174,high_risk,yes
681,Hawaii,Male,29,8,0.0,1,1,0,66367.33,0.8797013011147699,high_risk,yes
769,Hawaii,Male,51,9,156773.78,2,1,0,40257.79,0.7604444892883053,high_risk,yes
847,Massachusetts,Female,37,9,112712.17,1,1,0,116097.26,0.7773486237535162,high_risk,yes
597,California,Male,61,5,0.0,2,1,1,81299.17,0.8008529065883783,high_risk,yes
693,California,Male,31,2,0.0,2,1,1,107759.31,0.8228862366221907,high_risk,yes
605,Hawaii,Male,52,1,63349.75,1,1,0,108887.44,0.9008949742809348,high_risk,yes
735,Hawaii,Male,43,9,127806.91,1,1,1,73069.59,0.8732162890545265,high_risk,yes
510,California,Male,44,6,0.0,2,1,1,175518.31,0.9173930946790952,high_risk,yes
627,New York,Female,37,7,147361.57,1,1,1,133031.96,0.8169513874866949,high_risk,yes
753,Texas,Female,38,9,151766.71,1,1,1,180829.99,0.9238447733976348,high_risk,yes
515,California,Male,41,8,0.0,2,1,1,185054.14,0.8247488970867981,high_risk,yes
525,California,Female,59,6,55328.4,1,1,0,83342.73,0.1925533964866604,low_risk,no
534,California,Male,52,1,0.0,3,1,1,104035.41,0.1920970261547728,low_risk,no
365,New York,Male,30,0,127760.07,1,1,0,81537.85,0.147020304186855,low_risk,no
724,Texas,Nonbinary,36,6,94615.11,2,1,1,10627.21,0.9958826991818044,high_risk,yes
625,California,Male,31,5,0.0,2,0,1,90.07,0.7916604055158744,high_risk,yes
650,California,Male,37,9,0.0,2,1,0,17974.08,0.9152884421538908,high_risk,yes
689,Massachusetts,Female,40,5,154251.67,1,0,1,118319.5,0.98564746788391,high_risk,yes
589,Hawaii,Female,37,6,138497.84,1,0,1,18988.58,0.8160868056694277,high_risk,yes
650,Texas,Female,46,9,149003.76,2,1,0,176902.83,0.8134286547817577,high_risk,yes
501,California,Female,34,3,107747.57,1,1,0,9249.36,0.7586431286060811,high_risk,yes
644,Massachusetts,Male,49,10,0.0,2,1,1,145089.64,0.8265434620062427,high_risk,yes
534,California,Female,34,7,121551.58,2,1,1,70179.0,0.7581126125679202,high_risk,yes
658,Florida,Male,50,2,0.0,2,1,0,52137.73,0.7886181430031117,high_risk,yes
637,Texas,Male,51,1,104682.83,1,1,0,55266.96,0.1622798849314174,low_risk,no
632,Massachusetts,Female,29,7,80922.75,1,1,0,7820.78,0.9609306000819516,high_risk,yes
665,New York,Male,32,1,132178.67,1,0,0,11865.76,0.7694232880016049,high_risk,yes
737,New York,Female,45,2,99169.67,2,1,1,78650.95,0.9738870576795672,high_risk,yes
625,California,Male,49,6,173434.9,1,1,0,165580.93,0.0197698316415509,low_risk,no
794,Florida,Nonbinary,37,9,0.0,2,1,0,68008.85,0.9956419623127776,high_risk,yes
424,Florida,Male,34,7,0.0,1,1,1,16250.61,0.8349540162338864,high_risk,yes
543,Florida,Male,41,5,0.0,2,0,1,143980.29,0.9349124880358396,high_risk,yes
647,Hawaii,Female,29,0,98263.46,2,1,0,164717.95,0.7558534666316018,high_risk,yes
726,California,Female,31,9,114722.05,2,1,1,98178.57,0.8145844962862333,high_risk,yes
656,California,Male,40,2,0.0,2,1,1,180553.48,0.990925872619351,high_risk,yes
611,Massachusetts,Male,52,7,0.0,1,0,1,73585.18,0.1015593845956,low_risk,no
701,Hawaii,Nonbinary,44,7,0.0,2,1,0,23425.78,0.8348390878177114,high_risk,yes
503,Massachusetts,Male,31,4,0.0,2,1,1,21645.06,0.8293966550487549,high_risk,yes
550,Florida,Nonbinary,33,9,72788.03,1,1,1,103608.06,0.7695921465012565,high_risk,yes
734,New York,Female,47,10,91522.04,2,1,1,138835.91,0.7510658717068259,high_risk,yes
765,Texas,Female,46,8,119492.88,2,0,1,166896.01,0.148125155291512,low_risk,no
605,Hawaii,Female,62,4,111065.93,2,0,1,125660.99,0.914032365298266,high_risk,yes
817,California,Female,55,10,117561.49,1,1,0,95941.55,0.0120617317116858,low_risk,no
540,California,Male,48,2,109349.29,1,1,0,88703.04,0.1035807457736743,low_risk,no
803,California,Female,26,4,0.0,2,1,1,181208.47,0.8848498155208679,high_risk,yes
753,California,Female,62,6,0.0,2,1,1,136398.9,0.7762317496890259,high_risk,yes
721,California,Male,46,1,115764.32,2,0,0,102950.79,0.9856014982740856,high_risk,yes
778,California,Male,42,6,0.0,2,1,1,106197.44,0.7895514344423896,high_risk,yes
705,California,Female,31,3,142905.51,1,1,1,58134.97,0.9365747561860768,high_risk,yes
678,Texas,Female,40,8,128644.46,1,0,0,167673.37,0.8748046469626608,high_risk,yes
613,California,Female,27,5,125167.74,1,1,0,199104.52,0.9063156437306426,high_risk,yes
651,Hawaii,Female,41,4,38617.2,1,1,1,104876.8,0.7936431961394455,high_risk,yes
766,New York,Female,28,3,62717.84,2,1,1,13182.43,0.7713283938725773,high_risk,yes
547,Hawaii,Female,35,4,0.0,1,1,1,133287.73,0.997890381956149,high_risk,yes
850,Texas,Female,25,8,69385.17,2,1,0,87834.24,0.8420207907408293,high_risk,yes
699,New York,Female,41,1,200117.76,2,1,0,94142.35,0.8211175013539586,high_risk,yes
823,Hawaii,Male,34,3,105057.33,1,1,0,9217.92,0.9767598661332448,high_risk,yes
850,Florida,Male,36,0,0.0,2,1,0,141242.57,0.8044463171682835,high_risk,yes
754,Florida,Nonbinary,35,4,0.0,2,1,1,9658.41,0.8619982515414469,high_risk,yes
649,Massachusetts,Male,51,4,0.0,1,1,1,150390.57,0.914631609506563,high_risk,yes
523,Florida,Female,36,8,113680.54,1,0,0,13197.44,0.8876753304148502,high_risk,yes
845,Hawaii,Male,33,8,164385.53,1,1,0,150664.97,0.7841015099977109,high_risk,yes
724,New York,Female,35,0,171982.95,2,0,1,167313.07,0.7824153224070306,high_risk,yes
744,California,Female,39,6,0.0,1,0,0,10662.58,0.921211449672985,high_risk,yes
662,California,Female,37,5,0.0,2,1,0,151871.84,0.8989562305249411,high_risk,yes
499,Florida,Female,53,1,75225.53,2,0,0,144849.1,0.1664784792530529,low_risk,no
695,California,Female,42,0,0.0,2,0,1,140724.64,0.8630791887107168,high_risk,yes
592,Hawaii,Male,28,2,116498.22,1,1,0,144290.25,0.9291987448320048,high_risk,yes
850,Florida,Female,57,8,126776.3,2,1,1,132298.49,0.8297407639713787,high_risk,yes
807,California,Female,47,9,167664.83,1,0,0,125440.11,0.0215812285686606,low_risk,no
701,New York,Male,36,7,95448.32,2,1,0,189085.07,0.997831694771932,high_risk,yes
773,Texas,Female,36,4,105858.71,1,0,1,4395.45,0.7794321350398983,high_risk,yes
617,California,Male,41,7,0.0,2,0,1,14496.67,0.8642073911074926,high_risk,yes
715,Massachusetts,Female,35,4,40169.88,2,1,1,199857.47,0.7678160107132233,high_risk,yes
633,Hawaii,Male,38,2,91902.56,2,1,1,107673.35,0.7516968325699724,high_risk,yes
649,California,Female,42,7,0.0,2,0,1,22974.01,0.9017837436238774,high_risk,yes
790,Texas,Female,25,5,152885.77,1,1,0,58214.79,0.9776612066361016,high_risk,yes
850,Texas,Male,31,4,146587.3,1,1,1,89874.82,0.822742831829042,high_risk,yes
555,New York,Male,42,6,107104.5,1,1,1,41304.44,0.1120487052638809,low_risk,no
587,Texas,Female,37,6,104414.03,1,1,0,192026.02,0.886800039968418,high_risk,yes
622,New York,Female,52,9,111973.97,1,1,1,162756.29,0.089895168247857,low_risk,no
658,California,Male,31,5,100082.14,1,0,1,49809.88,0.7778505476007883,high_risk,yes
608,Hawaii,Female,56,10,129255.2,2,1,0,142492.04,0.0893581248856842,low_risk,no
521,Hawaii,Female,39,6,0.0,2,0,1,27375.15,0.9490315511453808,high_risk,yes
623,Hawaii,Female,35,0,130557.24,1,1,1,47880.71,0.7573530545069062,high_risk,yes
810,California,Female,51,5,0.0,2,0,1,184524.74,0.8191539530832163,high_risk,yes
510,New York,Nonbinary,31,0,113688.63,1,1,0,33099.41,0.0593112053763838,low_risk,no
684,Hawaii,Male,34,9,0.0,2,1,1,65257.57,0.7830855636428676,high_risk,yes
660,Massachusetts,Female,28,3,128929.88,1,1,1,198069.71,0.9391695175700971,high_risk,yes
430,California,Male,31,5,0.0,1,1,0,95655.16,0.9239521378581582,high_risk,yes
547,Hawaii,Female,32,2,0.0,2,1,0,132002.83,0.7561250948372883,high_risk,yes
637,Hawaii,Male,27,9,128940.24,1,1,0,46786.92,0.8912747276700262,high_risk,yes
826,Massachusetts,Male,41,5,146466.46,2,0,0,180934.67,0.978508946930466,high_risk,yes
651,Hawaii,Male,56,2,0.0,1,1,0,114522.68,0.1936500539138402,low_risk,no
569,Florida,Female,42,1,0.0,1,1,1,83629.6,0.2038982048473661,low_risk,no
795,Hawaii,Male,32,2,117265.21,1,1,1,198317.23,0.8098092771707004,high_risk,yes
520,Hawaii,Male,31,4,93249.4,1,1,0,77335.75,0.8063833339939053,high_risk,yes
724,California,Female,29,6,0.0,2,0,1,64729.51,0.9549829989981294,high_risk,yes
712,Florida,Female,30,6,0.0,2,1,0,152417.97,0.8411839577312212,high_risk,yes
550,New York,Male,36,2,113877.23,2,1,0,174921.91,0.757012064780876,high_risk,yes
556,New York,Female,43,4,125890.72,1,1,1,74854.97,0.9112615988150172,high_risk,yes
665,California,Male,28,8,191402.82,2,1,0,83238.4,0.8062108332111119,high_risk,yes
699,Massachusetts,Female,25,8,0.0,2,1,1,52404.47,0.7562914984948393,high_risk,yes
837,New York,Male,38,2,126732.85,1,1,1,79577.38,0.7594206514338592,high_risk,yes
692,Hawaii,Male,30,2,0.0,2,0,1,130486.57,0.9719875483201948,high_risk,yes
624,Hawaii,Male,51,10,123401.43,2,1,1,127825.25,0.9481808608303413,high_risk,yes
666,California,Female,38,6,127043.09,1,1,1,8247.0,0.9469386829857862,high_risk,yes
616,New York,Male,29,8,149318.55,1,1,0,140746.13,0.8534122761570019,high_risk,yes
422,Massachusetts,Female,54,4,0.0,2,1,1,7166.71,0.9326120089563078,high_risk,yes
751,California,Male,29,1,135536.5,1,1,0,66825.33,0.9290625694590446,high_risk,yes
640,Texas,Male,23,3,72012.76,1,1,0,161333.13,0.7939848683177413,high_risk,yes
570,New York,Male,38,1,127201.58,1,1,0,147168.28,0.1794684320775832,low_risk,no
675,California,Male,34,1,124619.33,2,0,1,163667.56,0.7738756456951095,high_risk,yes
595,Florida,Male,37,2,157084.99,1,1,0,134767.13,0.9220686794112096,high_risk,yes
710,Florida,Male,35,1,106518.52,1,1,1,127951.81,0.8834367360197948,high_risk,yes
788,California,Female,41,6,0.0,1,1,1,25571.37,0.8924503720443542,high_risk,yes
503,Hawaii,Nonbinary,28,5,0.0,2,1,0,125918.17,0.7608190907092056,high_risk,yes
689,New York,Male,26,4,120727.97,1,0,1,149073.88,0.7529973044964502,high_risk,yes
850,Hawaii,Male,63,8,169832.57,1,0,0,184107.26,0.0236251973443633,low_risk,no
611,California,Male,49,3,0.0,2,1,1,142917.54,0.8965574021174044,high_risk,yes
573,Massachusetts,Female,72,8,98765.84,1,1,1,96015.53,0.8459329710037261,high_risk,yes
850,New York,Female,31,4,164672.66,1,0,1,61936.1,0.8816605565666455,high_risk,yes
613,Texas,Female,30,5,131563.88,2,1,0,170638.98,0.775190480743206,high_risk,yes
767,New York,Female,45,7,132746.2,2,1,0,26628.88,0.239680583565371,low_risk,no
714,New York,Male,21,6,86402.52,2,0,0,27330.59,0.8423749422711568,high_risk,yes
497,California,Male,47,6,0.0,1,1,1,90055.08,0.7613445161467753,high_risk,yes
599,Florida,Female,28,4,126833.79,2,1,0,60843.09,0.1717735371416508,low_risk,no
602,Hawaii,Male,23,7,113758.48,2,0,0,84077.6,0.7880964710887968,high_risk,yes
647,Florida,Female,44,5,0.0,3,1,1,174205.22,0.0121767982398501,low_risk,no
622,California,Female,38,4,98640.74,1,1,1,110457.99,0.8966085355784295,high_risk,yes
588,Florida,Female,35,7,0.0,2,1,1,108739.15,0.8933164975783237,high_risk,yes
607,California,Male,25,3,0.0,2,0,0,187048.72,0.9894063185329336,high_risk,yes
590,Hawaii,Male,40,8,0.0,2,1,0,62933.03,0.8645997261234357,high_risk,yes
579,Massachusetts,Male,37,5,152212.88,2,0,0,120219.14,0.8125765538294287,high_risk,yes
521,New York,Male,41,8,120586.54,1,0,1,20491.15,0.8798756525350436,high_risk,yes
683,California,Female,35,6,187530.66,2,1,1,37976.36,0.9069526550789148,high_risk,yes
796,Florida,Male,67,5,0.0,2,0,1,54871.02,0.9812587385665484,high_risk,yes
664,California,Male,57,6,0.0,2,1,1,15304.08,0.9656948966004252,high_risk,yes
525,Hawaii,Nonbinary,25,6,0.0,2,1,0,89566.64,0.9016867254624448,high_risk,yes
684,New York,Female,48,10,126384.42,1,1,1,198129.36,0.7761825130211898,high_risk,yes
616,Florida,Female,36,6,132311.71,1,0,0,15462.84,0.7660955150567035,high_risk,yes
437,Hawaii,Female,26,1,120923.52,1,0,1,78854.57,0.8666613483673924,high_risk,yes
499,California,Male,35,10,0.0,2,1,0,10722.54,0.9516246377339814,high_risk,yes
698,Massachusetts,Female,50,1,0.0,4,1,0,88566.9,0.1537607398689493,low_risk,no
630,Texas,Female,23,4,137964.51,1,0,1,174570.55,0.8498579674089101,high_risk,yes
694,Massachusetts,Female,37,3,0.0,2,1,1,147012.22,0.8190055162395853,high_risk,yes
599,Hawaii,Male,25,6,120383.41,1,1,1,24903.09,0.7904568814893587,high_risk,yes
820,California,Male,33,2,132150.26,2,1,0,23067.97,0.9915032196923692,high_risk,yes
661,California,Female,30,7,0.0,2,1,0,72196.57,0.7929851976462946,high_risk,yes
534,California,Male,24,1,0.0,1,1,1,169653.32,0.7906765134431746,high_risk,yes
688,California,Nonbinary,51,5,0.0,1,1,0,91624.11,0.0806443749479386,low_risk,no
749,New York,Male,66,6,182532.23,2,1,1,195429.92,0.8391504891863906,high_risk,yes
522,New York,Female,25,5,94049.92,2,1,0,103269.0,0.8556783652992008,high_risk,yes
593,California,Male,35,9,114193.24,1,1,0,71154.1,0.9084623850571628,high_risk,yes
553,Hawaii,Male,32,7,64082.09,1,0,1,109159.58,0.8715256343021944,high_risk,yes
456,California,Female,33,1,188285.68,1,0,0,58363.94,0.970521495526816,high_risk,yes
591,Texas,Female,44,10,113581.98,1,1,0,1985.41,0.8449234081336982,high_risk,yes
623,Hawaii,Male,23,1,106012.2,2,0,1,191415.94,0.8357587877458067,high_risk,yes
625,Hawaii,Female,28,3,0.0,1,0,0,183646.41,0.7515052293003622,high_risk,yes
497,New York,Male,24,6,111769.14,2,1,0,55859.27,0.9147592359718936,high_risk,yes
724,Texas,Male,41,2,127892.57,2,0,1,199645.45,0.9320212594746324,high_risk,yes
770,California,Nonbinary,36,2,89800.14,1,1,1,105922.69,0.9599432021785108,high_risk,yes
641,Hawaii,Male,77,9,0.0,3,1,1,81514.06,0.8135097093507759,high_risk,yes
720,California,Male,52,7,0.0,1,1,1,14781.12,0.8949215301273579,high_risk,yes
703,Massachusetts,Male,73,5,137761.55,1,1,1,159677.46,0.7953626879973538,high_risk,yes
640,California,Female,66,9,116037.76,1,0,1,184636.05,0.8391606128983724,high_risk,yes
556,Florida,Male,46,3,131764.96,1,1,1,108500.66,0.1541958817130729,low_risk,no
536,Florida,Male,53,2,143923.96,1,1,0,2019.78,0.1239175110928611,low_risk,no
814,Massachusetts,Female,72,2,0.0,2,0,1,130853.03,0.9735224607317228,high_risk,yes
731,California,Male,30,7,0.0,2,1,1,184581.68,0.8797802142054263,high_risk,yes
625,California,Female,38,7,0.0,1,1,0,164804.02,0.8841224257630242,high_risk,yes
646,Hawaii,Female,45,3,47134.75,1,1,1,57236.44,0.9468625779912876,high_risk,yes
586,New York,Nonbinary,46,8,106968.96,1,1,1,79366.98,0.1105410850953256,low_risk,no
850,Florida,Male,62,5,0.0,2,1,1,180243.56,0.9184286416043071,high_risk,yes
784,Florida,Male,38,10,122267.85,1,0,0,145759.93,0.8611485530026731,high_risk,yes
628,Hawaii,Male,30,8,89182.09,1,1,1,13126.9,0.7715316540909091,high_risk,yes
728,Hawaii,Male,38,1,115934.74,1,1,1,139059.05,0.8337994196886711,high_risk,yes
686,California,Female,34,3,123971.51,2,1,0,147794.63,0.9634857545408856,high_risk,yes
496,California,Female,29,4,0.0,2,1,0,164806.89,0.8702365712542821,high_risk,yes
585,California,Nonbinary,42,2,0.0,2,1,1,18657.77,0.932145985072172,high_risk,yes
606,New York,Male,39,8,136000.45,2,1,0,31708.53,0.8122615286463433,high_risk,yes
539,Massachusetts,Male,36,6,0.0,3,1,1,118959.64,0.9740243917936526,high_risk,yes
776,Massachusetts,Male,30,6,0.0,2,0,1,63908.86,0.9649575200311402,high_risk,yes
663,Massachusetts,Male,33,9,0.0,2,0,0,91514.62,0.8453524947664942,high_risk,yes
691,California,Female,33,1,128306.83,1,1,1,113580.79,0.8387462130154666,high_risk,yes
682,Massachusetts,Female,54,0,83102.72,2,1,1,54132.93,0.8782181209909938,high_risk,yes
823,California,Male,37,5,164858.18,1,1,1,173516.71,0.9375857261663224,high_risk,yes
605,Massachusetts,Male,39,10,105317.73,2,1,0,138021.36,0.9665378782089338,high_risk,yes
471,Texas,Female,36,5,90063.74,2,1,1,96366.7,0.8224776913526977,high_risk,yes
721,California,Female,55,3,44020.89,1,1,0,65864.4,0.0150697948509711,low_risk,no
731,Massachusetts,Male,41,3,0.0,2,1,0,101371.72,0.9839840842989452,high_risk,yes
684,Texas,Female,48,10,126384.42,1,1,1,198129.36,0.7888555735851217,high_risk,yes
611,Hawaii,Female,30,9,88594.14,1,1,0,196332.45,0.8882728951931882,high_risk,yes
634,California,Male,45,9,0.0,2,0,0,17622.82,0.7827294513340614,high_risk,yes
850,Florida,Female,32,5,0.0,1,1,1,3830.59,0.8405181856370568,high_risk,yes
841,Hawaii,Female,31,3,162701.65,2,1,1,126794.56,0.8070469598786707,high_risk,yes
645,Texas,Male,28,7,117466.03,2,1,1,34490.06,0.9095890609413932,high_risk,yes
625,Texas,Female,37,4,142711.81,1,1,0,35625.41,0.8285059568831027,high_risk,yes
764,California,Female,24,7,106234.02,1,0,0,115676.38,0.8540220668669782,high_risk,yes
612,New York,Female,62,8,140745.33,1,1,0,193437.89,0.215553480040003,low_risk,no
690,Texas,Male,31,2,137260.45,2,1,0,55387.28,0.8880605282522682,high_risk,yes
506,Hawaii,Male,37,5,0.0,2,1,1,127543.81,0.9790042198216842,high_risk,yes
695,California,Male,28,5,171069.39,2,1,1,88689.4,0.7699748795115866,high_risk,yes
626,Florida,Male,26,8,0.0,2,0,0,191420.71,0.8460682771971293,high_risk,yes
601,New York,Female,47,1,142802.02,1,1,1,57553.02,0.7935726006190436,high_risk,yes
614,Florida,Female,36,1,44054.84,1,1,1,73329.08,0.8697420182027684,high_risk,yes
850,Florida,Male,37,4,137204.77,1,1,1,28865.59,0.8115363697350065,high_risk,yes
727,Texas,Female,18,2,93816.7,2,1,0,126172.11,0.8422911476888529,high_risk,yes
543,Hawaii,Female,31,4,138317.94,1,0,0,61843.73,0.7829836583163803,high_risk,yes
755,New York,Male,43,6,165048.5,3,1,0,16929.41,0.23152297440035,low_risk,no
586,California,Female,38,6,0.0,2,1,1,37935.83,0.9557306488607794,high_risk,yes
614,California,Female,27,9,106414.57,2,0,0,77500.81,0.7506061247931379,high_risk,yes
529,California,Male,67,8,103101.56,2,1,1,154002.02,0.0722829203284444,low_risk,no
697,Massachusetts,Male,43,10,128226.37,1,0,0,188486.94,0.8057822855032327,high_risk,yes
538,New York,Female,28,6,164365.44,1,0,1,5698.97,0.8566899409168486,high_risk,yes
733,Hawaii,Male,42,9,150507.21,1,0,1,169964.12,0.8745723839509926,high_risk,yes
723,Texas,Female,68,3,110357.0,1,0,0,141977.54,0.1062754621955053,low_risk,no
778,Hawaii,Female,33,9,151772.63,2,0,0,180249.94,0.0140923388609469,low_risk,no
692,Massachusetts,Female,49,9,0.0,2,1,0,178342.63,0.8623761272221784,high_risk,yes
581,Texas,Male,41,2,127913.71,2,1,1,44205.95,0.9996104308457656,high_risk,yes
542,Hawaii,Female,39,4,109949.39,2,1,1,41268.65,0.8602138574476933,high_risk,yes
792,Hawaii,Male,30,8,0.0,2,1,0,199644.2,0.9509118163944988,high_risk,yes
595,Texas,Female,45,9,106000.12,1,0,0,191448.96,0.0815377934573877,low_risk,no
755,Texas,Female,30,6,154221.37,2,0,1,62688.55,0.8816898256960335,high_risk,yes
704,Texas,Nonbinary,27,5,147004.34,1,1,0,64381.33,0.0551592038319947,low_risk,no
609,California,Male,39,3,121778.71,1,1,1,138399.67,0.7831572410990918,high_risk,yes
621,New York,Male,51,4,109978.83,1,0,0,177740.58,0.1926449433839944,low_risk,no
717,Massachusetts,Female,36,2,164557.95,1,0,1,82336.73,0.8651936456731836,high_risk,yes
636,New York,Female,29,3,97325.15,1,0,1,131924.38,0.9385568735262868,high_risk,yes
649,California,Nonbinary,33,2,0.0,2,1,0,2010.98,0.9909485438775266,high_risk,yes
670,Hawaii,Female,45,5,47884.92,1,1,1,54340.24,0.9975008691227112,high_risk,yes
803,California,Nonbinary,65,2,151659.52,2,0,1,6930.17,0.9968412644508022,high_risk,yes
516,Hawaii,Female,47,6,109387.33,1,0,0,121365.45,0.8737040739001697,high_risk,yes
576,New York,Male,30,7,132174.41,2,0,0,93767.03,0.8204999130854957,high_risk,yes
788,Massachusetts,Male,34,6,156478.62,1,0,1,181196.76,0.9282942583486308,high_risk,yes
456,Hawaii,Nonbinary,33,1,188285.68,1,0,0,58363.94,0.8496289314188692,high_risk,yes
658,Texas,Female,55,8,119327.93,1,0,1,119439.66,0.8632108512312392,high_risk,yes
718,Massachusetts,Nonbinary,32,8,0.0,2,1,1,41399.33,0.7995183818073124,high_risk,yes
548,Hawaii,Female,41,4,82596.8,1,0,1,55672.09,0.8603973626879143,high_risk,yes
465,Hawaii,Male,33,5,0.0,2,0,1,78698.09,0.8661386798888813,high_risk,yes
773,Massachusetts,Female,39,4,0.0,2,0,1,182081.45,0.7811885726918928,high_risk,yes
706,Massachusetts,Female,46,2,127660.46,2,1,0,150156.82,0.0138834739109222,low_risk,no
714,New York,Male,42,2,177640.09,1,0,1,47166.55,0.8888461361054896,high_risk,yes
716,Hawaii,Female,40,3,0.0,2,0,1,167636.15,0.806681365636522,high_risk,yes
651,Texas,Male,41,1,90218.11,1,1,0,174337.68,0.7531088030459441,high_risk,yes
703,New York,Female,26,1,97331.19,1,1,0,63717.49,0.9793703636270156,high_risk,yes
593,New York,Male,74,5,161434.36,2,1,1,65532.17,0.8873613817127809,high_risk,yes
694,Hawaii,Male,30,10,144684.03,1,1,1,31805.49,0.8548586509594157,high_risk,yes
597,California,Female,24,1,103219.47,1,1,0,60420.07,0.9264177263945396,high_risk,yes
599,Massachusetts,Female,49,2,0.0,2,1,0,111190.53,0.9497488561063132,high_risk,yes
527,Massachusetts,Female,29,2,27755.97,1,1,0,97468.44,0.0972903760090677,low_risk,no
550,Massachusetts,Female,33,9,72788.03,1,1,1,103608.06,0.9049247265836092,high_risk,yes
745,Hawaii,Female,32,2,0.0,4,0,1,179705.13,0.0711523109800759,low_risk,no
703,Florida,Male,73,5,137761.55,1,1,1,159677.46,0.9244868212377368,high_risk,yes
537,Hawaii,Female,41,0,0.0,2,0,1,175262.49,0.7588610043244696,high_risk,yes
633,New York,Male,42,3,126041.02,1,0,1,11796.89,0.8155422902774212,high_risk,yes
514,Hawaii,Male,38,4,112230.38,1,1,0,16717.11,0.1873182881618606,low_risk,no
415,Hawaii,Male,32,5,145807.59,1,1,1,3064.65,0.9801053432403072,high_risk,yes
488,California,Female,22,6,0.0,2,1,1,66393.89,0.9280422590642772,high_risk,yes
659,California,Female,38,3,0.0,2,1,0,158553.1,0.8773952850283406,high_risk,yes
582,California,Female,32,4,0.0,2,1,0,59668.81,0.8465916362944312,high_risk,yes
633,New York,Male,43,3,144164.29,1,1,1,158646.46,0.8183261185248158,high_risk,yes
735,Massachusetts,Male,29,10,0.0,2,1,1,95025.27,0.914984906374968,high_risk,yes
648,Hawaii,Female,50,9,102535.57,1,1,1,189543.19,0.9131477238527552,high_risk,yes
624,Florida,Male,33,6,66220.17,1,0,1,170819.01,0.7928067773555195,high_risk,yes
554,Hawaii,Female,44,6,92436.86,1,1,0,126033.9,0.944507086300634,high_risk,yes
670,Texas,Female,40,2,147171.2,1,0,1,69850.04,0.7737340581001059,high_risk,yes
692,Texas,Female,41,8,130701.29,1,1,0,59354.24,0.1828938169462264,low_risk,no
800,Hawaii,Male,60,6,88541.57,2,1,1,131718.12,0.8420290415174985,high_risk,yes
759,Hawaii,Female,33,2,0.0,2,1,0,56583.88,0.8443153734457717,high_risk,yes
754,Massachusetts,Female,19,9,0.0,1,1,0,189641.11,0.8430486598312101,high_risk,yes
481,Hawaii,Female,28,10,0.0,2,1,0,145215.96,0.7610201443384467,high_risk,yes
757,Hawaii,Male,57,3,89079.41,1,1,1,53179.21,0.1044308062686969,low_risk,no
514,Hawaii,Female,41,7,0.0,2,1,1,3756.65,0.9562794195580842,high_risk,yes
523,Florida,Female,24,5,172231.93,1,0,1,155144.12,0.9689514572294116,high_risk,yes
730,New York,Female,33,7,130367.87,1,1,0,15142.1,0.1956843354970437,low_risk,no
615,California,Male,66,7,0.0,2,1,1,74580.8,0.7744092688970852,high_risk,yes
439,California,Male,28,7,110976.23,2,1,0,138526.96,0.9683261575942034,high_risk,yes
758,New York,Female,47,9,95523.16,1,1,0,73294.48,0.8453036823729067,high_risk,yes
634,New York,Female,37,7,143258.85,2,1,0,192721.98,0.7960275808523156,high_risk,yes
701,Hawaii,Female,35,2,0.0,2,1,1,65765.22,0.9360741987002024,high_risk,yes
608,Florida,Male,48,7,75801.74,1,1,0,125762.95,0.7709173750506984,high_risk,yes
627,New York,Female,33,4,83199.05,1,0,0,159334.93,0.9852833593930534,high_risk,yes
